FrcRobotBase.FirstSteamWorks_Info: Sun Apr 02 12:26:43 PDT 2017: ***** Starting autonomous *****
FrcRobotBase.CmdVisionGearDeploy_Info: dist=7.0, deployTime=0.3, backupDist=36.0
FrcRobotBase.CmdSideGearLift_Info: delay=0.000, alliance=RED_ALLIANCE, rightSide=false, forwardDist=85.0, liftAngle=60.0, backupDist=12.0, lsAngle=30.0, lsDist=320.0, diagDist=360.0
FrcRobotBase.Vision_Info: Front pixy is enabled!
FrcRobotBase.Robot_Info: [0.315]   DO_DELAY: xPos=  0.00,yPos=  0.00,heading=   0.0/   0.0,volts=12.8(12.8)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.startCompetition_Warn: AUTO_MODE takes too long (0.337s)

FrcRobotBase.Robot_Info: [0.334] MOVE_FORWARD_ON_SIDE: xPos=  0.00,yPos=  0.00,heading=   0.0/   0.0,volts=12.7(12.7)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.7 (12.7)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.4 (11.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.008/ 0.000/-0.000/ 0.000, Output=-0.008(-0.500/0.500), Volt=11.4 (11.4)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   0.4, Error=  84.6, PIDTerms= 2.962/ 0.000/-0.162/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.4 (11.4)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.4 (11.4)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.001/ 0.000/ 0.000/ 0.000, Output=-0.001(-0.500/0.500), Volt=11.3 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   0.5, Error=  84.5, PIDTerms= 2.956/ 0.000/-0.094/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.3 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.007/ 0.000/ 0.036/ 0.000, Output= 0.042(-0.500/0.500), Volt=11.3 (11.3)
FrcRobotBase.PixyVision_Info: 1 object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.012/ 0.000/-0.000/ 0.000, Output=-0.012(-0.500/0.500), Volt=11.3 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   0.7, Error=  84.3, PIDTerms= 2.951/ 0.000/-0.059/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.3 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.015/ 0.000/ 0.032/ 0.000, Output= 0.046(-0.500/0.500), Volt=11.3 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.022/ 0.000/-0.000/ 0.000, Output=-0.022(-0.500/0.500), Volt=11.4 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   1.1, Error=  83.9, PIDTerms= 2.938/ 0.000/-0.148/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.4 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.024/ 0.000/ 0.036/ 0.000, Output= 0.060(-0.500/0.500), Volt=11.4 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.018/ 0.000/ 0.000/ 0.000, Output=-0.018(-0.500/0.500), Volt=11.3 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   1.7, Error=  83.3, PIDTerms= 2.916/ 0.000/-0.151/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.3 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.034/ 0.000/ 0.024/ 0.000, Output= 0.059(-0.500/0.500), Volt=11.3 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.031/ 0.000/-0.000/ 0.000, Output=-0.031(-0.500/0.500), Volt=11.3 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   2.2, Error=  82.8, PIDTerms= 2.897/ 0.000/-0.222/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.5 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.7, Error=   0.7, PIDTerms= 0.043/ 0.000/ 0.034/ 0.000, Output= 0.077(-0.500/0.500), Volt=11.5 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.030/ 0.000/ 0.000/ 0.000, Output=-0.030(-0.500/0.500), Volt=11.5 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   2.7, Error=  82.3, PIDTerms= 2.879/ 0.000/-0.211/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.5 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.8, Error=   0.8, PIDTerms= 0.053/ 0.000/ 0.041/ 0.000, Output= 0.094(-0.500/0.500), Volt=11.5 (11.3)
FrcRobotBase.PixyVision_Info: 1 object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.027/ 0.000/ 0.000/ 0.000, Output=-0.027(-0.500/0.500), Volt=11.3 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   3.3, Error=  81.7, PIDTerms= 2.859/ 0.000/-0.224/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.3 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.8, Error=   0.8, PIDTerms= 0.053/ 0.000/-0.002/ 0.000, Output= 0.050(-0.500/0.500), Volt=11.3 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.004/ 0.000/ 0.000/ 0.000, Output=-0.004(-0.500/0.500), Volt=11.4 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   3.8, Error=  81.2, PIDTerms= 2.843/ 0.000/-0.196/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.4 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.8, Error=   0.8, PIDTerms= 0.049/ 0.000/-0.013/ 0.000, Output= 0.036(-0.500/0.500), Volt=11.4 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.005/ 0.000/-0.000/ 0.000, Output=-0.005(-0.500/0.500), Volt=11.4 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   4.4, Error=  80.6, PIDTerms= 2.820/ 0.000/-0.271/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.5 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.6, Error=   0.6, PIDTerms= 0.042/ 0.000/-0.031/ 0.000, Output= 0.011(-0.500/0.500), Volt=11.5 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.029/ 0.000/-0.000/ 0.000, Output=-0.029(-0.500/0.500), Volt=11.5 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   4.6, Error=  80.4, PIDTerms= 2.813/ 0.000/-0.076/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.5 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.6, Error=   0.6, PIDTerms= 0.036/ 0.000/-0.023/ 0.000, Output= 0.013(-0.500/0.500), Volt=11.5 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.025/ 0.000/ 0.000/ 0.000, Output=-0.025(-0.500/0.500), Volt=11.5 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   5.4, Error=  79.6, PIDTerms= 2.787/ 0.000/-0.316/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.5 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.029/ 0.000/-0.026/ 0.000, Output= 0.003(-0.500/0.500), Volt=11.5 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.027/ 0.000/-0.000/ 0.000, Output=-0.027(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   6.2, Error=  78.8, PIDTerms= 2.758/ 0.000/-0.333/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.019/ 0.000/-0.040/ 0.000, Output=-0.021(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.PixyVision_Info: 1 object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.026/ 0.000/ 0.000/ 0.000, Output=-0.026(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   7.0, Error=  78.0, PIDTerms= 2.730/ 0.000/-0.297/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.017/ 0.000/-0.007/ 0.000, Output= 0.010(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.021/ 0.000/ 0.000/ 0.000, Output=-0.021(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   7.9, Error=  77.1, PIDTerms= 2.698/ 0.000/-0.385/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.014/ 0.000/-0.013/ 0.000, Output= 0.001(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.022/ 0.000/-0.000/ 0.000, Output=-0.022(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   8.9, Error=  76.1, PIDTerms= 2.664/ 0.000/-0.375/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.007/ 0.000/-0.024/ 0.000, Output=-0.017(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.022/ 0.000/ 0.000/ 0.000, Output=-0.022(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   9.8, Error=  75.2, PIDTerms= 2.632/ 0.000/-0.384/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.010/ 0.000/ 0.010/ 0.000, Output= 0.020(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.020/ 0.000/ 0.000/ 0.000, Output=-0.020(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  10.8, Error=  74.2, PIDTerms= 2.595/ 0.000/-0.424/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.008/ 0.000/-0.005/ 0.000, Output= 0.003(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.PixyVision_Info: 1 object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.019/ 0.000/ 0.000/ 0.000, Output=-0.019(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  11.9, Error=  73.1, PIDTerms= 2.560/ 0.000/-0.368/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.012/ 0.000/ 0.011/ 0.000, Output= 0.023(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.022/ 0.000/-0.000/ 0.000, Output=-0.022(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  13.0, Error=  72.0, PIDTerms= 2.521/ 0.000/-0.466/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.013/ 0.000/ 0.005/ 0.000, Output= 0.018(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.018/ 0.000/ 0.000/ 0.000, Output=-0.018(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  14.0, Error=  71.0, PIDTerms= 2.484/ 0.000/-0.423/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.013/ 0.000/ 0.000/ 0.000, Output= 0.013(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.023/ 0.000/-0.000/ 0.000, Output=-0.023(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  15.2, Error=  69.8, PIDTerms= 2.443/ 0.000/-0.456/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.015/ 0.000/ 0.007/ 0.000, Output= 0.022(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.018/ 0.000/ 0.000/ 0.000, Output=-0.018(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  16.3, Error=  68.7, PIDTerms= 2.403/ 0.000/-0.465/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.016/ 0.000/ 0.003/ 0.000, Output= 0.018(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.PixyVision_Info: 1 object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.022/ 0.000/-0.000/ 0.000, Output=-0.022(-0.500/0.500), Volt=11.8 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  17.5, Error=  67.5, PIDTerms= 2.362/ 0.000/-0.433/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.8 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.016/ 0.000/ 0.000/ 0.000, Output= 0.016(-0.500/0.500), Volt=11.8 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.029/ 0.000/-0.000/ 0.000, Output=-0.029(-0.500/0.500), Volt=11.8 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  18.7, Error=  66.3, PIDTerms= 2.319/ 0.000/-0.280/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.8 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.016/ 0.000/ 0.000/ 0.000, Output= 0.016(-0.500/0.500), Volt=11.8 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.010/ 0.000/ 0.000/ 0.000, Output= 0.010(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  20.9, Error=  64.1, PIDTerms= 2.243/ 0.000/-0.556/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.013/ 0.000/-0.006/ 0.000, Output= 0.007(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.PixyVision_Info: 1 object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.030/ 0.000/-0.000/ 0.000, Output=-0.030(-0.500/0.500), Volt=11.8 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  22.5, Error=  62.5, PIDTerms= 2.187/ 0.000/-0.337/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.8 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.009/ 0.000/-0.008/ 0.000, Output= 0.001(-0.500/0.500), Volt=12.0 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.034/ 0.000/-0.000/ 0.000, Output=-0.034(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  25.2, Error=  59.8, PIDTerms= 2.094/ 0.000/-0.580/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.005/ 0.000/-0.009/ 0.000, Output=-0.005(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.028/ 0.000/ 0.000/ 0.000, Output=-0.028(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  27.9, Error=  57.1, PIDTerms= 1.997/ 0.000/-0.652/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/-0.010/ 0.000, Output=-0.010(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.PixyVision_Info: 1 object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.024/ 0.000/ 0.000/ 0.000, Output=-0.024(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  29.3, Error=  55.7, PIDTerms= 1.948/ 0.000/-0.291/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.003/ 0.000/-0.007/ 0.000, Output=-0.010(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.018/ 0.000/ 0.000/ 0.000, Output=-0.018(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  32.2, Error=  52.8, PIDTerms= 1.849/ 0.000/-0.711/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.003/ 0.000/ 0.000/ 0.000, Output=-0.003(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.018/ 0.000/ 0.000/ 0.000, Output=-0.018(-0.500/0.500), Volt=12.0 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  35.1, Error=  49.9, PIDTerms= 1.746/ 0.000/-0.439/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.0 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.002/ 0.000/ 0.002/ 0.000, Output=-0.000(-0.500/0.500), Volt=12.0 (11.3)
FrcRobotBase.PixyVision_Info: 1 object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.014/ 0.000/ 0.000/ 0.000, Output=-0.014(-0.500/0.500), Volt=12.0 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  38.1, Error=  46.9, PIDTerms= 1.642/ 0.000/-0.622/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.0 (11.3)
