FrcRobotBase.FirstSteamWorks_Info: Sun Apr 02 13:49:48 PDT 2017: ***** Starting autonomous *****
FrcRobotBase.CmdVisionGearDeploy_Info: dist=7.0, deployTime=0.3, backupDist=36.0
FrcRobotBase.CmdSideGearLift_Info: delay=0.000, alliance=RED_ALLIANCE, rightSide=false, forwardDist=85.0, liftAngle=60.0, backupDist=8.0, lsAngle=30.0, lsDist=320.0, diagDist=360.0
FrcRobotBase.Vision_Info: Front pixy is enabled!
FrcRobotBase.Robot_Info: [0.182]   DO_DELAY: xPos=  0.00,yPos=  0.00,heading=   0.0/   0.0,volts=12.7(12.7)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.startCompetition_Warn: AUTO_MODE takes too long (0.206s)

FrcRobotBase.Robot_Info: [0.205] MOVE_FORWARD_ON_SIDE: xPos=  0.00,yPos=  0.00,heading=  -1.1/   0.0,volts=12.7(12.7)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.7 (12.7)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   0.8, Error=  84.2, PIDTerms= 2.949/ 0.000/-0.104/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.3 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.009/ 0.000/-0.009/ 0.000, Output=-0.018(-0.500/0.500), Volt=11.3 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.033/ 0.000/-0.000/ 0.000, Output= 0.033(-0.500/0.500), Volt=11.3 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   1.3, Error=  83.7, PIDTerms= 2.929/ 0.000/-0.264/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.3 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.007/ 0.000/ 0.007/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.3 (11.3)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.startCompetition_Warn: AUTO_MODE takes too long (0.058s)

FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.032/ 0.000/-0.000/ 0.000, Output= 0.032(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   1.7, Error=  83.3, PIDTerms= 2.916/ 0.000/-0.060/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.5 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.009/ 0.000, Output= 0.009(-0.500/0.500), Volt=11.5 (11.3)
FrcRobotBase.startCompetition_Warn: AUTO_MODE takes too long (0.053s)

FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.035/ 0.000/ 0.000/ 0.000, Output= 0.035(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   3.2, Error=  81.8, PIDTerms= 2.863/ 0.000/-0.226/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.010/ 0.000/ 0.011/ 0.000, Output= 0.022(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.030/ 0.000/-0.000/ 0.000, Output= 0.030(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   4.4, Error=  80.6, PIDTerms= 2.820/ 0.000/-0.214/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.017/ 0.000/ 0.009/ 0.000, Output= 0.027(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.023/ 0.000/-0.000/ 0.000, Output= 0.023(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   5.9, Error=  79.1, PIDTerms= 2.767/ 0.000/-0.663/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.023/ 0.000/ 0.018/ 0.000, Output= 0.041(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.024/ 0.000/ 0.000/ 0.000, Output= 0.024(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   6.7, Error=  78.3, PIDTerms= 2.741/ 0.000/-0.330/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.023/ 0.000/ 0.002/ 0.000, Output= 0.025(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.049/ 0.000/ 0.000/ 0.000, Output= 0.049(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   7.3, Error=  77.7, PIDTerms= 2.719/ 0.000/-0.275/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.024/ 0.000/ 0.002/ 0.000, Output= 0.026(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.017/ 0.000/-0.000/ 0.000, Output= 0.017(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   7.6, Error=  77.4, PIDTerms= 2.710/ 0.000/-0.110/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.025/ 0.000/ 0.002/ 0.000, Output= 0.026(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.017/ 0.000/ 0.000/ 0.000, Output= 0.017(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   8.5, Error=  76.5, PIDTerms= 2.679/ 0.000/-0.386/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.025/ 0.000/ 0.002/ 0.000, Output= 0.027(-0.500/0.500), Volt=11.6 (11.3)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.015/ 0.000/-0.000/ 0.000, Output= 0.015(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   9.3, Error=  75.7, PIDTerms= 2.648/ 0.000/-0.338/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.019/ 0.000/-0.016/ 0.000, Output= 0.003(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.0, Error=   0.0, PIDTerms= 0.007/ 0.000/-0.000/ 0.000, Output= 0.007(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  10.3, Error=  74.7, PIDTerms= 2.614/ 0.000/-0.448/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.018/ 0.000/-0.005/ 0.000, Output= 0.013(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.011/ 0.000/ 0.000/ 0.000, Output= 0.011(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  11.3, Error=  73.7, PIDTerms= 2.580/ 0.000/-0.420/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.017/ 0.000/-0.005/ 0.000, Output= 0.012(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.0, Error=   0.0, PIDTerms= 0.002/ 0.000/-0.000/ 0.000, Output= 0.002(-0.500/0.500), Volt=11.8 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  12.3, Error=  72.7, PIDTerms= 2.544/ 0.000/-0.477/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.8 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.014/ 0.000/-0.010/ 0.000, Output= 0.003(-0.500/0.500), Volt=11.8 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.009/ 0.000/ 0.000/ 0.000, Output= 0.009(-0.500/0.500), Volt=11.8 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  13.3, Error=  71.7, PIDTerms= 2.509/ 0.000/-0.561/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.8 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.008/ 0.000/-0.023/ 0.000, Output=-0.015(-0.500/0.500), Volt=11.8 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.041/ 0.000/ 0.000/ 0.000, Output= 0.041(-0.500/0.500), Volt=11.8 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  14.1, Error=  70.9, PIDTerms= 2.482/ 0.000/-0.351/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.8 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.008/ 0.000/-0.002/ 0.000, Output= 0.006(-0.500/0.500), Volt=11.8 (11.3)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.002/ 0.000/-0.000/ 0.000, Output=-0.002(-0.500/0.500), Volt=11.8 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  14.4, Error=  70.6, PIDTerms= 2.470/ 0.000/-0.133/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.8 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.006/ 0.000/-0.005/ 0.000, Output= 0.001(-0.500/0.500), Volt=12.0 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.0 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  15.5, Error=  69.5, PIDTerms= 2.433/ 0.000/-0.386/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.0 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.004/ 0.000/-0.007/ 0.000, Output=-0.003(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.005/ 0.000/-0.000/ 0.000, Output=-0.005(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  17.2, Error=  67.8, PIDTerms= 2.373/ 0.000/-0.473/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.005/ 0.000/ 0.004/ 0.000, Output= 0.010(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.015/ 0.000/-0.000/ 0.000, Output=-0.015(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  18.9, Error=  66.1, PIDTerms= 2.313/ 0.000/-0.516/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.005/ 0.000/-0.002/ 0.000, Output= 0.002(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.017/ 0.000/-0.000/ 0.000, Output=-0.017(-0.500/0.500), Volt=12.0 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  20.1, Error=  64.9, PIDTerms= 2.271/ 0.000/-0.311/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.0 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.005/ 0.000/ 0.002/ 0.000, Output= 0.007(-0.500/0.500), Volt=12.0 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.017/ 0.000/-0.000/ 0.000, Output=-0.017(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  21.3, Error=  63.7, PIDTerms= 2.228/ 0.000/-0.351/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.004/ 0.000/-0.003/ 0.000, Output= 0.001(-0.500/0.500), Volt=11.7 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.022/ 0.000/ 0.000/ 0.000, Output= 0.022(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  23.5, Error=  61.5, PIDTerms= 2.151/ 0.000/-0.710/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.005/ 0.000/ 0.001/ 0.000, Output= 0.006(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.016/ 0.000/-0.000/ 0.000, Output=-0.016(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  25.1, Error=  59.9, PIDTerms= 2.095/ 0.000/-0.479/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.004/ 0.000/-0.001/ 0.000, Output= 0.003(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.015/ 0.000/ 0.000/ 0.000, Output=-0.015(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  26.4, Error=  58.6, PIDTerms= 2.050/ 0.000/-0.347/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.004/ 0.000/-0.001/ 0.000, Output= 0.002(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.029/ 0.000/ 0.000/ 0.000, Output= 0.029(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  28.7, Error=  56.3, PIDTerms= 1.969/ 0.000/-0.610/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.004/ 0.000/ 0.000/ 0.000, Output= 0.004(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.014/ 0.000/-0.000/ 0.000, Output=-0.014(-0.500/0.500), Volt=12.0 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  30.5, Error=  54.5, PIDTerms= 1.909/ 0.000/-0.634/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.0 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.005/ 0.000/ 0.003/ 0.000, Output= 0.007(-0.500/0.500), Volt=12.0 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.014/ 0.000/ 0.000/ 0.000, Output=-0.014(-0.500/0.500), Volt=12.1 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  31.8, Error=  53.2, PIDTerms= 1.862/ 0.000/-0.480/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.1 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.005/ 0.000/ 0.000/ 0.000, Output= 0.005(-0.500/0.500), Volt=12.1 (11.3)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.017/ 0.000/-0.000/ 0.000, Output=-0.017(-0.500/0.500), Volt=12.0 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  33.2, Error=  51.8, PIDTerms= 1.811/ 0.000/-0.424/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.0 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.005/ 0.000/ 0.002/ 0.000, Output= 0.008(-0.500/0.500), Volt=12.0 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.017/ 0.000/ 0.000/ 0.000, Output=-0.017(-0.500/0.500), Volt=12.0 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  34.7, Error=  50.3, PIDTerms= 1.762/ 0.000/-0.486/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.0 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.006/ 0.000/ 0.001/ 0.000, Output= 0.007(-0.500/0.500), Volt=12.0 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.014/ 0.000/ 0.000/ 0.000, Output=-0.014(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  37.5, Error=  47.5, PIDTerms= 1.661/ 0.000/-0.797/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.500/0.500), Volt=11.9 (11.3)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.013/ 0.000/ 0.000/ 0.000, Output=-0.013(-0.500/0.500), Volt=12.0 (11.3)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  39.0, Error=  46.0, PIDTerms= 1.610/ 0.000/-0.495/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.0 (11.3)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.006/ 0.000/ 0.000/ 0.000, Output= 0.006(-0.500/0.500), Volt=12.0 (11.3)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.017/ 0.000/-0.000/ 0.000, Output=-0.017(-0.500/0.500), Volt=12.0 (11.3)
