GlobalTracer.FirstSteamWorks_Info: Thu Apr 06 18:26:58 PDT 2017: ***** Starting autonomous *****
GlobalTracer.CmdVisionGearDeploy_Info: dist=7.0, deployTime=0.3, backupDist=36.0
GlobalTracer.CmdSideGearLift_Info: delay=0.000, alliance=BLUE_ALLIANCE, rightSide=true, forwardDist=85.0, liftAngle=60.0, backupDist=12.0, lsAngle=30.0, lsDist=320.0, diagDist=360.0
GlobalTracer.Vision_Info: Front pixy is enabled!
GlobalTracer.Robot_Info: [0.183]   DO_DELAY: xPos=  0.00,yPos=  0.00,heading=   0.0/   0.0,volts=12.7(12.7)
GlobalTracer.PixyVision_Info: null object(s) found
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.202s)

GlobalTracer.Robot_Info: [0.201] MOVE_FORWARD_ON_SIDE: xPos=  0.00,yPos=  0.00,heading=   0.2/   0.0,volts=12.7(12.7)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.6 (12.7)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.002/ 0.000/-0.003/ 0.000, Output=-0.005(-0.500/0.500), Volt=11.6 (11.6)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/-0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.1 (11.1)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   0.1, Error=  84.9, PIDTerms= 3.395/ 0.000/-0.026/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.1 (11.1)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.002/ 0.000/ 0.000/ 0.000, Output=-0.002(-0.500/0.500), Volt=11.1 (11.1)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.031/ 0.000/ 0.000/ 0.000, Output= 0.031(-0.500/0.500), Volt=11.1 (11.1)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   0.5, Error=  84.5, PIDTerms= 3.379/ 0.000/-0.122/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.1 (11.1)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.002/ 0.000/-0.002/ 0.000, Output=-0.004(-0.500/0.500), Volt=11.1 (11.1)
GlobalTracer.PixyVision_Info: 1 object(s) found
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.044/ 0.000/ 0.000/ 0.000, Output= 0.044(-0.500/0.500), Volt=11.0 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   0.9, Error=  84.1, PIDTerms= 3.365/ 0.000/-0.076/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.0 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.002/ 0.000/ 0.002/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.0 (11.0)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.054/ 0.000/ 0.000/ 0.000, Output= 0.054(-0.500/0.500), Volt=11.2 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   1.1, Error=  83.9, PIDTerms= 3.357/ 0.000/-0.043/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.2 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.003/ 0.000/-0.007/ 0.000, Output=-0.009(-0.500/0.500), Volt=11.2 (11.0)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.046/ 0.000/-0.000/ 0.000, Output= 0.046(-0.500/0.500), Volt=11.1 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   1.1, Error=  83.9, PIDTerms= 3.354/ 0.000/-0.014/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.1 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.004/ 0.000/-0.005/ 0.000, Output=-0.009(-0.500/0.500), Volt=11.1 (11.0)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.041/ 0.000/-0.000/ 0.000, Output= 0.041(-0.500/0.500), Volt=11.1 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   1.5, Error=  83.5, PIDTerms= 3.341/ 0.000/-0.077/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.1 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.003/ 0.000/ 0.003/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.1 (11.0)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.037/ 0.000/-0.000/ 0.000, Output= 0.037(-0.500/0.500), Volt=11.1 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   1.9, Error=  83.1, PIDTerms= 3.325/ 0.000/-0.089/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.1 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.002/ 0.000/ 0.007/ 0.000, Output= 0.005(-0.500/0.500), Volt=11.1 (11.0)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.039/ 0.000/ 0.000/ 0.000, Output= 0.039(-0.500/0.500), Volt=11.3 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   2.4, Error=  82.6, PIDTerms= 3.306/ 0.000/-0.098/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.3 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.000/ 0.000/ 0.008/ 0.000, Output= 0.007(-0.500/0.500), Volt=11.3 (11.0)
GlobalTracer.PixyVision_Info: 1 object(s) found
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.035/ 0.000/-0.000/ 0.000, Output= 0.035(-0.500/0.500), Volt=11.3 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   2.9, Error=  82.1, PIDTerms= 3.283/ 0.000/-0.111/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.3 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.0, Error=   0.0, PIDTerms= 0.001/ 0.000/ 0.006/ 0.000, Output= 0.007(-0.500/0.500), Volt=11.3 (11.0)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.029/ 0.000/-0.000/ 0.000, Output= 0.029(-0.500/0.500), Volt=11.3 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   3.5, Error=  81.5, PIDTerms= 3.260/ 0.000/-0.127/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.3 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.005/ 0.000/ 0.021/ 0.000, Output= 0.026(-0.500/0.500), Volt=11.3 (11.0)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.045/ 0.000/ 0.000/ 0.000, Output= 0.045(-0.500/0.500), Volt=11.3 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   4.0, Error=  81.0, PIDTerms= 3.240/ 0.000/-0.139/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.3 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.006/ 0.000/ 0.011/ 0.000, Output= 0.017(-0.500/0.500), Volt=11.3 (11.0)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.021/ 0.000/-0.000/ 0.000, Output= 0.021(-0.500/0.500), Volt=11.4 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   4.2, Error=  80.8, PIDTerms= 3.233/ 0.000/-0.055/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.4 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.007/ 0.000/ 0.002/ 0.000, Output= 0.009(-0.500/0.500), Volt=11.4 (11.0)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.021/ 0.000/-0.000/ 0.000, Output= 0.021(-0.500/0.500), Volt=11.4 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   4.9, Error=  80.1, PIDTerms= 3.205/ 0.000/-0.092/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.4 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.008/ 0.000/ 0.004/ 0.000, Output= 0.012(-0.500/0.500), Volt=11.4 (11.0)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.014/ 0.000/-0.000/ 0.000, Output= 0.014(-0.500/0.500), Volt=11.4 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   5.6, Error=  79.4, PIDTerms= 3.175/ 0.000/-0.170/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.4 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.008/ 0.000/ 0.003/ 0.000, Output= 0.012(-0.500/0.500), Volt=11.4 (11.0)
GlobalTracer.PixyVision_Info: 1 object(s) found
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.011/ 0.000/-0.000/ 0.000, Output= 0.011(-0.500/0.500), Volt=11.5 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   6.5, Error=  78.5, PIDTerms= 3.141/ 0.000/-0.171/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.5 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.009/ 0.000/ 0.003/ 0.000, Output= 0.012(-0.500/0.500), Volt=11.5 (11.0)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.013/ 0.000/ 0.000/ 0.000, Output= 0.013(-0.500/0.500), Volt=11.4 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   7.3, Error=  77.7, PIDTerms= 3.107/ 0.000/-0.239/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.4 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.008/ 0.000/-0.004/ 0.000, Output= 0.004(-0.500/0.500), Volt=11.4 (11.0)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.0, Error=   0.0, PIDTerms= 0.007/ 0.000/-0.000/ 0.000, Output= 0.007(-0.500/0.500), Volt=11.4 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   8.2, Error=  76.8, PIDTerms= 3.072/ 0.000/-0.209/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.5 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.008/ 0.000/-0.002/ 0.000, Output= 0.006(-0.500/0.500), Volt=11.5 (11.0)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.0, Error=   0.0, PIDTerms= 0.007/ 0.000/-0.000/ 0.000, Output= 0.007(-0.500/0.500), Volt=11.5 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   9.1, Error=  75.9, PIDTerms= 3.034/ 0.000/-0.189/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.5 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.008/ 0.000/ 0.001/ 0.000, Output= 0.010(-0.500/0.500), Volt=11.5 (11.0)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.040/ 0.000/ 0.000/ 0.000, Output= 0.040(-0.500/0.500), Volt=11.6 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   9.9, Error=  75.1, PIDTerms= 3.005/ 0.000/-0.162/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.009/ 0.000/ 0.002/ 0.000, Output= 0.010(-0.500/0.500), Volt=11.6 (11.0)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.0, Error=   0.0, PIDTerms= 0.006/ 0.000/-0.000/ 0.000, Output= 0.006(-0.500/0.500), Volt=11.6 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  10.1, Error=  74.9, PIDTerms= 2.995/ 0.000/-0.059/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.009/ 0.000/ 0.000/ 0.000, Output= 0.009(-0.500/0.500), Volt=11.6 (11.0)
GlobalTracer.PixyVision_Info: null object(s) found
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.0, Error=   0.0, PIDTerms= 0.005/ 0.000/-0.000/ 0.000, Output= 0.005(-0.500/0.500), Volt=11.6 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  11.1, Error=  73.9, PIDTerms= 2.956/ 0.000/-0.168/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.009/ 0.000/ 0.000/ 0.000, Output= 0.009(-0.500/0.500), Volt=11.6 (11.0)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.035/ 0.000/ 0.000/ 0.000, Output= 0.035(-0.500/0.500), Volt=11.6 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  12.9, Error=  72.1, PIDTerms= 2.884/ 0.000/-0.291/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.009/ 0.000/ 0.002/ 0.000, Output= 0.012(-0.500/0.500), Volt=11.6 (11.0)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.030/ 0.000/-0.000/ 0.000, Output= 0.030(-0.500/0.500), Volt=11.6 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  14.0, Error=  71.0, PIDTerms= 2.841/ 0.000/-0.142/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.009/ 0.000/-0.002/ 0.000, Output= 0.007(-0.500/0.500), Volt=11.6 (11.0)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.011/ 0.000/-0.000/ 0.000, Output=-0.011(-0.500/0.500), Volt=11.7 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  15.4, Error=  69.6, PIDTerms= 2.784/ 0.000/-0.192/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.7 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.009/ 0.000/ 0.001/ 0.000, Output= 0.010(-0.500/0.500), Volt=11.7 (11.0)
GlobalTracer.PixyVision_Info: null object(s) found
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.014/ 0.000/-0.000/ 0.000, Output=-0.014(-0.500/0.500), Volt=11.7 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  17.7, Error=  67.3, PIDTerms= 2.691/ 0.000/-0.294/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.7 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.008/ 0.000/-0.003/ 0.000, Output= 0.005(-0.500/0.500), Volt=11.7 (11.0)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.017/ 0.000/-0.000/ 0.000, Output=-0.017(-0.500/0.500), Volt=11.8 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  18.9, Error=  66.1, PIDTerms= 2.643/ 0.000/-0.163/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.8 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.008/ 0.000/ 0.000/ 0.000, Output= 0.008(-0.500/0.500), Volt=11.8 (11.0)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.027/ 0.000/ 0.000/ 0.000, Output= 0.027(-0.500/0.500), Volt=11.7 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  21.1, Error=  63.9, PIDTerms= 2.557/ 0.000/-0.296/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.7 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.007/ 0.000/-0.003/ 0.000, Output= 0.004(-0.500/0.500), Volt=11.7 (11.0)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.014/ 0.000/-0.000/ 0.000, Output=-0.014(-0.500/0.500), Volt=11.7 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  22.7, Error=  62.3, PIDTerms= 2.491/ 0.000/-0.256/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.7 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.008/ 0.000/ 0.001/ 0.000, Output= 0.009(-0.500/0.500), Volt=11.7 (11.0)
GlobalTracer.PixyVision_Info: null object(s) found
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.013/ 0.000/ 0.000/ 0.000, Output=-0.013(-0.500/0.500), Volt=11.7 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  24.0, Error=  61.0, PIDTerms= 2.440/ 0.000/-0.187/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.7 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.008/ 0.000/ 0.000/ 0.000, Output= 0.008(-0.500/0.500), Volt=11.7 (11.0)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.016/ 0.000/-0.000/ 0.000, Output=-0.016(-0.500/0.500), Volt=11.7 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  25.3, Error=  59.7, PIDTerms= 2.387/ 0.000/-0.185/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.7 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.007/ 0.000/-0.001/ 0.000, Output= 0.006(-0.500/0.500), Volt=11.7 (11.0)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.010/ 0.000/ 0.000/ 0.000, Output=-0.010(-0.500/0.500), Volt=11.8 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  28.0, Error=  57.0, PIDTerms= 2.279/ 0.000/-0.401/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.8 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.008/ 0.000/ 0.004/ 0.000, Output= 0.013(-0.500/0.500), Volt=11.8 (11.0)
GlobalTracer.PixyVision_Info: null object(s) found
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.060s)

GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.031/ 0.000/ 0.000/ 0.000, Output= 0.031(-0.500/0.500), Volt=11.9 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  30.5, Error=  54.5, PIDTerms= 2.182/ 0.000/-0.169/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.9 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.007/ 0.000/-0.002/ 0.000, Output= 0.005(-0.500/0.500), Volt=11.9 (11.0)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.010/ 0.000/-0.000/ 0.000, Output=-0.010(-0.500/0.500), Volt=11.8 (11.0)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  33.7, Error=  51.3, PIDTerms= 2.053/ 0.000/-0.251/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.8 (11.0)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.008/ 0.000/ 0.001/ 0.000, Output= 0.008(-0.500/0.500), Volt=11.8 (11.0)
GlobalTracer.PixyVision_Info: null object(s) found
