GlobalTracer.FirstSteamWorks_Info: Fri Apr 07 18:13:27 PDT 2017: ***** Starting autonomous *****
GlobalTracer.CmdVisionGearDeploy_Info: dist=7.0, deployTime=0.3, backupDist=36.0
GlobalTracer.CmdSideGearLift_Info: delay=0.000, alliance=RED_ALLIANCE, rightSide=false, forwardDist=85.0, liftAngle=60.0, backupDist=12.0, lsAngle=30.0, lsDist=320.0, diagDist=360.0
GlobalTracer.Vision_Info: Front pixy is enabled!
GlobalTracer.Robot_Info: [0.276]   DO_DELAY: xPos=  0.00,yPos=  0.00,heading=   0.0/   0.0,volts=12.9(12.9)
GlobalTracer.PixyVision_Info: null object(s) found
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.297s)

GlobalTracer.Robot_Info: [0.295] MOVE_FORWARD_ON_SIDE: xPos=  0.00,yPos=  0.00,heading=   0.0/   0.0,volts=12.9(12.9)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.9 (12.9)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.013/ 0.000/ 0.013/ 0.000, Output= 0.026(-0.500/0.500), Volt=11.6 (11.2)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.002/ 0.000/ 0.000/ 0.000, Output=-0.002(-0.500/0.500), Volt=11.6 (11.2)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   4.4, Error=  80.6, PIDTerms= 3.223/ 0.000/-0.116/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.2)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.6, Error=   0.6, PIDTerms= 0.017/ 0.000/ 0.015/ 0.000, Output= 0.032(-0.500/0.500), Volt=11.6 (11.2)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.0, Error=   0.0, PIDTerms= 0.007/ 0.000/ 0.000/ 0.000, Output= 0.007(-0.500/0.500), Volt=11.6 (11.2)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   5.7, Error=  79.3, PIDTerms= 3.171/ 0.000/-0.153/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.2)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.6, Error=   0.6, PIDTerms= 0.019/ 0.000/ 0.005/ 0.000, Output= 0.024(-0.500/0.500), Volt=11.6 (11.2)
GlobalTracer.PixyVision_Info: 1 object(s) found
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.010/ 0.000/-0.000/ 0.000, Output=-0.010(-0.500/0.500), Volt=11.6 (11.2)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   6.8, Error=  78.2, PIDTerms= 3.128/ 0.000/-0.157/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.2)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.7, Error=   0.7, PIDTerms= 0.020/ 0.000/ 0.006/ 0.000, Output= 0.026(-0.500/0.500), Volt=11.6 (11.2)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.027/ 0.000/-0.000/ 0.000, Output=-0.027(-0.500/0.500), Volt=11.7 (11.2)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   8.1, Error=  76.9, PIDTerms= 3.075/ 0.000/-0.224/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.7 (11.2)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.7, Error=   0.7, PIDTerms= 0.021/ 0.000/ 0.003/ 0.000, Output= 0.024(-0.500/0.500), Volt=11.7 (11.2)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.002/ 0.000/ 0.000/ 0.000, Output=-0.002(-0.500/0.500), Volt=11.7 (11.2)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   9.2, Error=  75.8, PIDTerms= 3.030/ 0.000/-0.164/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.7 (11.2)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.7, Error=   0.7, PIDTerms= 0.021/ 0.000/ 0.001/ 0.000, Output= 0.022(-0.500/0.500), Volt=11.7 (11.2)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.3, Error=  -0.3, PIDTerms=-0.039/ 0.000/-0.000/ 0.000, Output=-0.039(-0.500/0.500), Volt=11.8 (11.2)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  10.5, Error=  74.5, PIDTerms= 2.981/ 0.000/-0.169/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.8 (11.2)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.7, Error=   0.7, PIDTerms= 0.022/ 0.000/ 0.002/ 0.000, Output= 0.024(-0.500/0.500), Volt=11.8 (11.2)
GlobalTracer.PixyVision_Info: 1 object(s) found
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.3, Error=  -0.3, PIDTerms=-0.044/ 0.000/-0.000/ 0.000, Output=-0.044(-0.500/0.500), Volt=11.8 (11.2)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  11.5, Error=  73.5, PIDTerms= 2.938/ 0.000/-0.140/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.7 (11.2)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.7, Error=   0.7, PIDTerms= 0.021/ 0.000/-0.003/ 0.000, Output= 0.018(-0.500/0.500), Volt=11.7 (11.2)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.016/ 0.000/ 0.000/ 0.000, Output=-0.016(-0.500/0.500), Volt=11.7 (11.2)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  13.4, Error=  71.6, PIDTerms= 2.865/ 0.000/-0.302/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.7 (11.2)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.7, Error=   0.7, PIDTerms= 0.022/ 0.000/ 0.002/ 0.000, Output= 0.024(-0.500/0.500), Volt=11.9 (11.2)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.3, Error=  -0.3, PIDTerms=-0.051/ 0.000/-0.000/ 0.000, Output=-0.051(-0.500/0.500), Volt=11.9 (11.2)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  14.7, Error=  70.3, PIDTerms= 2.811/ 0.000/-0.221/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.9 (11.2)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.7, Error=   0.7, PIDTerms= 0.021/ 0.000/-0.002/ 0.000, Output= 0.019(-0.500/0.500), Volt=11.9 (11.2)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.4, Error=  -0.4, PIDTerms=-0.053/ 0.000/-0.000/ 0.000, Output=-0.053(-0.500/0.500), Volt=11.9 (11.2)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  15.9, Error=  69.1, PIDTerms= 2.764/ 0.000/-0.152/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.8 (11.2)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.7, Error=   0.7, PIDTerms= 0.021/ 0.000/-0.001/ 0.000, Output= 0.020(-0.500/0.500), Volt=11.8 (11.2)
GlobalTracer.PixyVision_Info: null object(s) found
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.4, Error=  -0.4, PIDTerms=-0.057/ 0.000/-0.000/ 0.000, Output=-0.057(-0.500/0.500), Volt=11.8 (11.2)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  17.0, Error=  68.0, PIDTerms= 2.718/ 0.000/-0.167/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.8 (11.2)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.7, Error=   0.7, PIDTerms= 0.021/ 0.000/ 0.000/ 0.000, Output= 0.021(-0.500/0.500), Volt=11.8 (11.2)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.4, Error=  -0.4, PIDTerms=-0.053/ 0.000/ 0.000/ 0.000, Output=-0.053(-0.500/0.500), Volt=11.9 (11.2)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  19.4, Error=  65.6, PIDTerms= 2.624/ 0.000/-0.243/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.9 (11.2)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.7, Error=   0.7, PIDTerms= 0.020/ 0.000/-0.001/ 0.000, Output= 0.020(-0.500/0.500), Volt=11.9 (11.2)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.4, Error=  -0.4, PIDTerms=-0.054/ 0.000/-0.000/ 0.000, Output=-0.054(-0.500/0.500), Volt=12.0 (11.2)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  21.9, Error=  63.1, PIDTerms= 2.525/ 0.000/-0.276/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.0 (11.2)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.6, Error=   0.6, PIDTerms= 0.019/ 0.000/-0.004/ 0.000, Output= 0.015(-0.500/0.500), Volt=12.0 (11.2)
GlobalTracer.PixyVision_Info: null object(s) found
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.3, Error=  -0.3, PIDTerms=-0.051/ 0.000/ 0.000/ 0.000, Output=-0.051(-0.500/0.500), Volt=12.0 (11.2)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  23.1, Error=  61.9, PIDTerms= 2.476/ 0.000/-0.178/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.0 (11.2)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.6, Error=   0.6, PIDTerms= 0.018/ 0.000/-0.002/ 0.000, Output= 0.016(-0.500/0.500), Volt=12.0 (11.2)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.005/ 0.000/ 0.000/ 0.000, Output=-0.005(-0.500/0.500), Volt=12.0 (11.2)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  25.4, Error=  59.6, PIDTerms= 2.384/ 0.000/-0.331/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.0 (11.2)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.6, Error=   0.6, PIDTerms= 0.017/ 0.000/-0.004/ 0.000, Output= 0.013(-0.500/0.500), Volt=12.0 (11.2)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.058s)

GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.091/ 0.000/-0.000/ 0.000, Output=-0.091(-0.500/0.500), Volt=12.0 (11.2)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  27.4, Error=  57.6, PIDTerms= 2.303/ 0.000/-0.149/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.0 (11.2)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.015/ 0.000/-0.003/ 0.000, Output= 0.012(-0.500/0.500), Volt=12.0 (11.2)
GlobalTracer.PixyVision_Info: null object(s) found
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.3, Error=  -0.3, PIDTerms=-0.046/ 0.000/ 0.000/ 0.000, Output=-0.046(-0.500/0.500), Volt=12.0 (11.2)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  31.2, Error=  53.8, PIDTerms= 2.150/ 0.000/-0.291/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.0 (11.2)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.012/ 0.000/-0.006/ 0.000, Output= 0.007(-0.500/0.500), Volt=12.0 (11.2)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.037/ 0.000/ 0.000/ 0.000, Output=-0.037(-0.500/0.500), Volt=12.0 (11.2)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  34.1, Error=  50.9, PIDTerms= 2.035/ 0.000/-0.274/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.0 (11.2)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.011/ 0.000/-0.002/ 0.000, Output= 0.009(-0.500/0.500), Volt=12.0 (11.2)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.029/ 0.000/ 0.000/ 0.000, Output=-0.029(-0.500/0.500), Volt=12.0 (11.2)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  37.0, Error=  48.0, PIDTerms= 1.918/ 0.000/-0.276/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.0 (11.2)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.010/ 0.000/-0.002/ 0.000, Output= 0.008(-0.500/0.500), Volt=12.0 (11.2)
GlobalTracer.PixyVision_Info: null object(s) found
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.022/ 0.000/ 0.000/ 0.000, Output=-0.022(-0.500/0.500), Volt=12.0 (11.2)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  40.0, Error=  45.0, PIDTerms= 1.798/ 0.000/-0.255/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.0 (11.2)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.011/ 0.000/ 0.001/ 0.000, Output= 0.012(-0.500/0.500), Volt=12.0 (11.2)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.4, Error=  -0.4, PIDTerms=-0.066/ 0.000/-0.000/ 0.000, Output=-0.066(-0.500/0.500), Volt=12.1 (11.2)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  43.5, Error=  41.5, PIDTerms= 1.662/ 0.000/-0.307/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.1 (11.2)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.011/ 0.000/-0.001/ 0.000, Output= 0.010(-0.500/0.500), Volt=12.1 (11.2)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.015/ 0.000/ 0.000/ 0.000, Output=-0.015(-0.500/0.500), Volt=12.1 (11.2)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  47.0, Error=  38.0, PIDTerms= 1.522/ 0.000/-0.332/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.1 (11.2)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.010/ 0.000/-0.001/ 0.000, Output= 0.010(-0.500/0.500), Volt=12.1 (11.2)
GlobalTracer.PixyVision_Info: null object(s) found
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.045/ 0.000/ 0.000/ 0.000, Output= 0.045(-0.500/0.500), Volt=12.1 (11.2)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  50.5, Error=  34.5, PIDTerms= 1.380/ 0.000/-0.325/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.1 (11.2)
