GlobalTracer.FirstSteamWorks_Info: Fri Apr 07 16:02:52 PDT 2017: ***** Starting autonomous *****
GlobalTracer.CmdVisionGearDeploy_Info: dist=7.0, deployTime=0.3, backupDist=36.0
GlobalTracer.CmdSideGearLift_Info: delay=0.000, alliance=BLUE_ALLIANCE, rightSide=true, forwardDist=85.0, liftAngle=60.0, backupDist=12.0, lsAngle=30.0, lsDist=320.0, diagDist=360.0
GlobalTracer.Vision_Info: Front pixy is enabled!
GlobalTracer.Robot_Info: [0.313]   DO_DELAY: xPos=  0.00,yPos=  0.00,heading=   0.0/   0.0,volts=12.8(12.8)
GlobalTracer.PixyVision_Info: null object(s) found
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.339s)

GlobalTracer.Robot_Info: [0.333] MOVE_FORWARD_ON_SIDE: xPos=  0.00,yPos=  0.00,heading=   0.0/   0.0,volts=12.8(12.8)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.8 (12.8)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.8 (11.8)
GlobalTracer.PixyVision_Info: 1 object(s) found
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.007/ 0.000/-0.000/ 0.000, Output=-0.007(-0.500/0.500), Volt=11.3 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   0.3, Error=  84.7, PIDTerms= 3.389/ 0.000/-0.046/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.3 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.3 (11.3)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.007/ 0.000/ 0.000/ 0.000, Output=-0.007(-0.500/0.500), Volt=11.3 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   0.6, Error=  84.4, PIDTerms= 3.377/ 0.000/-0.061/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.3 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.003/ 0.000/-0.017/ 0.000, Output=-0.020(-0.500/0.500), Volt=11.3 (11.3)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.010/ 0.000/-0.000/ 0.000, Output=-0.010(-0.500/0.500), Volt=11.4 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   0.8, Error=  84.2, PIDTerms= 3.367/ 0.000/-0.049/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.4 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.003/ 0.000/ 0.001/ 0.000, Output=-0.002(-0.500/0.500), Volt=11.4 (11.3)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.009/ 0.000/ 0.000/ 0.000, Output=-0.009(-0.500/0.500), Volt=11.4 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   1.0, Error=  84.0, PIDTerms= 3.358/ 0.000/-0.041/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.5 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.002/ 0.000/ 0.005/ 0.000, Output= 0.004(-0.500/0.500), Volt=11.5 (11.3)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.009/ 0.000/ 0.000/ 0.000, Output=-0.009(-0.500/0.500), Volt=11.5 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   1.4, Error=  83.6, PIDTerms= 3.346/ 0.000/-0.060/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.5 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.010/ 0.000, Output= 0.010(-0.500/0.500), Volt=11.5 (11.3)
GlobalTracer.PixyVision_Info: 1 object(s) found
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.010/ 0.000/-0.000/ 0.000, Output=-0.010(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   1.8, Error=  83.2, PIDTerms= 3.330/ 0.000/-0.040/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.1, Error=   0.1, PIDTerms= 0.002/ 0.000/ 0.004/ 0.000, Output= 0.006(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.014/ 0.000/-0.000/ 0.000, Output=-0.014(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   2.6, Error=  82.4, PIDTerms= 3.294/ 0.000/-0.196/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.008/ 0.000/ 0.033/ 0.000, Output= 0.041(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.013/ 0.000/ 0.000/ 0.000, Output=-0.013(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   3.2, Error=  81.8, PIDTerms= 3.271/ 0.000/-0.114/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.009/ 0.000/ 0.004/ 0.000, Output= 0.013(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.013/ 0.000/ 0.000/ 0.000, Output=-0.013(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   3.8, Error=  81.2, PIDTerms= 3.247/ 0.000/-0.082/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.009/ 0.000/ 0.002/ 0.000, Output= 0.011(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.020/ 0.000/-0.000/ 0.000, Output=-0.020(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   4.4, Error=  80.6, PIDTerms= 3.223/ 0.000/-0.114/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.3, Error=   0.3, PIDTerms= 0.010/ 0.000/ 0.004/ 0.000, Output= 0.014(-0.500/0.500), Volt=11.5 (11.3)
GlobalTracer.PixyVision_Info: null object(s) found
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.017/ 0.000/ 0.000/ 0.000, Output=-0.017(-0.500/0.500), Volt=11.5 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   5.1, Error=  79.9, PIDTerms= 3.195/ 0.000/-0.128/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.5 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.011/ 0.000/ 0.006/ 0.000, Output= 0.017(-0.500/0.500), Volt=11.5 (11.3)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.015/ 0.000/ 0.000/ 0.000, Output=-0.015(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   5.9, Error=  79.1, PIDTerms= 3.164/ 0.000/-0.154/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.012/ 0.000/ 0.003/ 0.000, Output= 0.015(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.023/ 0.000/-0.000/ 0.000, Output=-0.023(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   6.6, Error=  78.4, PIDTerms= 3.134/ 0.000/-0.144/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.012/ 0.000/ 0.001/ 0.000, Output= 0.014(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.020/ 0.000/ 0.000/ 0.000, Output=-0.020(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   7.4, Error=  77.6, PIDTerms= 3.103/ 0.000/-0.196/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.4, Error=   0.4, PIDTerms= 0.013/ 0.000/ 0.008/ 0.000, Output= 0.021(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.022/ 0.000/-0.000/ 0.000, Output=-0.022(-0.500/0.500), Volt=11.8 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   8.3, Error=  76.7, PIDTerms= 3.067/ 0.000/-0.132/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.8 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.015/ 0.000/ 0.007/ 0.000, Output= 0.022(-0.500/0.500), Volt=11.8 (11.3)
GlobalTracer.PixyVision_Info: null object(s) found
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.025/ 0.000/-0.000/ 0.000, Output=-0.025(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=   9.2, Error=  75.8, PIDTerms= 3.033/ 0.000/-0.154/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.016/ 0.000/ 0.004/ 0.000, Output= 0.020(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.020/ 0.000/ 0.000/ 0.000, Output=-0.020(-0.500/0.500), Volt=11.6 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  10.1, Error=  74.9, PIDTerms= 2.997/ 0.000/-0.172/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.7 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.6, Error=   0.6, PIDTerms= 0.018/ 0.000/ 0.009/ 0.000, Output= 0.027(-0.500/0.500), Volt=11.7 (11.3)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.029/ 0.000/-0.000/ 0.000, Output=-0.029(-0.500/0.500), Volt=11.7 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  11.1, Error=  73.9, PIDTerms= 2.958/ 0.000/-0.186/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.7 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.6, Error=   0.6, PIDTerms= 0.018/ 0.000/ 0.000/ 0.000, Output= 0.018(-0.500/0.500), Volt=11.7 (11.3)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.023/ 0.000/ 0.000/ 0.000, Output=-0.023(-0.500/0.500), Volt=11.8 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  12.0, Error=  73.0, PIDTerms= 2.920/ 0.000/-0.178/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.8 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.6, Error=   0.6, PIDTerms= 0.019/ 0.000/ 0.007/ 0.000, Output= 0.027(-0.500/0.500), Volt=11.8 (11.3)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.028/ 0.000/-0.000/ 0.000, Output=-0.028(-0.500/0.500), Volt=11.8 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  13.0, Error=  72.0, PIDTerms= 2.879/ 0.000/-0.137/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.8 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.6, Error=   0.6, PIDTerms= 0.019/ 0.000/-0.003/ 0.000, Output= 0.016(-0.500/0.500), Volt=11.8 (11.3)
GlobalTracer.PixyVision_Info: null object(s) found
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.0, Error=   0.0, PIDTerms= 0.007/ 0.000/ 0.000/ 0.000, Output= 0.007(-0.500/0.500), Volt=11.8 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  14.8, Error=  70.2, PIDTerms= 2.806/ 0.000/-0.321/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.8 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.6, Error=   0.6, PIDTerms= 0.019/ 0.000/ 0.001/ 0.000, Output= 0.020(-0.500/0.500), Volt=11.8 (11.3)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.029/ 0.000/-0.000/ 0.000, Output=-0.029(-0.500/0.500), Volt=11.8 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  16.2, Error=  68.8, PIDTerms= 2.752/ 0.000/-0.238/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.8 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.6, Error=   0.6, PIDTerms= 0.017/ 0.000/-0.008/ 0.000, Output= 0.009(-0.500/0.500), Volt=11.8 (11.3)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.037/ 0.000/-0.000/ 0.000, Output=-0.037(-0.500/0.500), Volt=11.9 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  17.4, Error=  67.6, PIDTerms= 2.705/ 0.000/-0.219/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.9 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.6, Error=   0.6, PIDTerms= 0.017/ 0.000/ 0.001/ 0.000, Output= 0.019(-0.500/0.500), Volt=11.9 (11.3)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.031/ 0.000/ 0.000/ 0.000, Output=-0.031(-0.500/0.500), Volt=11.8 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  18.5, Error=  66.5, PIDTerms= 2.661/ 0.000/-0.202/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.8 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.6, Error=   0.6, PIDTerms= 0.017/ 0.000/-0.004/ 0.000, Output= 0.012(-0.500/0.500), Volt=11.8 (11.3)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.030/ 0.000/ 0.000/ 0.000, Output=-0.030(-0.500/0.500), Volt=11.8 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  19.7, Error=  65.3, PIDTerms= 2.613/ 0.000/-0.227/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.8 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.016/ 0.000/-0.003/ 0.000, Output= 0.013(-0.500/0.500), Volt=11.8 (11.3)
GlobalTracer.PixyVision_Info: null object(s) found
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.025/ 0.000/ 0.000/ 0.000, Output=-0.025(-0.500/0.500), Volt=11.8 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  20.9, Error=  64.1, PIDTerms= 2.566/ 0.000/-0.201/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.8 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.015/ 0.000/-0.004/ 0.000, Output= 0.011(-0.500/0.500), Volt=11.8 (11.3)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.2, Error=  -0.2, PIDTerms=-0.025/ 0.000/ 0.000/ 0.000, Output=-0.025(-0.500/0.500), Volt=11.8 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  22.0, Error=  63.0, PIDTerms= 2.518/ 0.000/-0.190/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.9 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.014/ 0.000/-0.002/ 0.000, Output= 0.012(-0.500/0.500), Volt=11.9 (11.3)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.022/ 0.000/ 0.000/ 0.000, Output=-0.022(-0.500/0.500), Volt=11.9 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  23.3, Error=  61.7, PIDTerms= 2.469/ 0.000/-0.228/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.9 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.014/ 0.000/-0.001/ 0.000, Output= 0.013(-0.500/0.500), Volt=11.9 (11.3)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.020/ 0.000/ 0.000/ 0.000, Output=-0.020(-0.500/0.500), Volt=12.0 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  24.5, Error=  60.5, PIDTerms= 2.419/ 0.000/-0.119/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.0 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.014/ 0.000/ 0.000/ 0.000, Output= 0.014(-0.500/0.500), Volt=12.0 (11.3)
GlobalTracer.PixyVision_Info: null object(s) found
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.018/ 0.000/ 0.000/ 0.000, Output=-0.018(-0.500/0.500), Volt=12.0 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  27.8, Error=  57.2, PIDTerms= 2.290/ 0.000/-0.303/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.0 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.014/ 0.000/ 0.000/ 0.000, Output= 0.014(-0.500/0.500), Volt=12.0 (11.3)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.027/ 0.000/ 0.000/ 0.000, Output= 0.027(-0.500/0.500), Volt=12.0 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  30.8, Error=  54.2, PIDTerms= 2.169/ 0.000/-0.289/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.0 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.015/ 0.000/ 0.002/ 0.000, Output= 0.017(-0.500/0.500), Volt=12.0 (11.3)
GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.013/ 0.000/-0.000/ 0.000, Output=-0.013(-0.500/0.500), Volt=12.0 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  33.8, Error=  51.2, PIDTerms= 2.046/ 0.000/-0.306/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.9 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.015/ 0.000/-0.001/ 0.000, Output= 0.014(-0.500/0.500), Volt=11.9 (11.3)
GlobalTracer.PixyVision_Info: null object(s) found
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.074s)

GlobalTracer.printPidInfo_Info: encoderXPidCtrl: Target=   0.0, Input=  -0.2, Error=   0.2, PIDTerms= 0.032/ 0.000/ 0.000/ 0.000, Output= 0.032(-0.500/0.500), Volt=12.1 (11.3)
GlobalTracer.printPidInfo_Info: encoderYPidCtrl: Target=  85.0, Input=  36.3, Error=  48.7, PIDTerms= 1.948/ 0.000/-0.132/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.1 (11.3)
GlobalTracer.printPidInfo_Info: gyroTurnPidCtrl: Target=   0.0, Input=  -0.5, Error=   0.5, PIDTerms= 0.015/ 0.000/ 0.000/ 0.000, Output= 0.015(-0.500/0.500), Volt=12.0 (11.3)
